areaCode,areaName,areaType,date,cumAdmissions,hospitalCases
E40000005,South East,nhsRegion,2021-12-31,69578,1269
E40000005,South East,nhsRegion,2021-12-30,69388,1238
E40000005,South East,nhsRegion,2021-12-29,69157,1176
E40000005,South East,nhsRegion,2021-12-28,68907,1042
E40000005,South East,nhsRegion,2021-12-27,68680,926
E40000005,South East,nhsRegion,2021-12-26,68464,803
E40000005,South East,nhsRegion,2021-12-25,68300,794
E40000005,South East,nhsRegion,2021-12-24,68150,819
E40000005,South East,nhsRegion,2021-12-23,68045,822
E40000005,South East,nhsRegion,2021-12-22,67924,830
E40000005,South East,nhsRegion,2021-12-21,67779,857
E40000005,South East,nhsRegion,2021-12-20,67657,828
E40000005,South East,nhsRegion,2021-12-19,67540,818
E40000005,South East,nhsRegion,2021-12-18,67417,800
E40000005,South East,nhsRegion,2021-12-17,67324,806
E40000005,South East,nhsRegion,2021-12-16,67239,828
E40000005,South East,nhsRegion,2021-12-15,67130,835
E40000005,South East,nhsRegion,2021-12-14,67017,880
E40000005,South East,nhsRegion,2021-12-13,66916,889
E40000005,South East,nhsRegion,2021-12-12,66798,880
E40000005,South East,nhsRegion,2021-12-11,66662,859
E40000005,South East,nhsRegion,2021-12-10,66575,863
E40000005,South East,nhsRegion,2021-12-09,66455,877
E40000005,South East,nhsRegion,2021-12-08,66318,852
E40000005,South East,nhsRegion,2021-12-07,66208,847
E40000005,South East,nhsRegion,2021-12-06,66085,877
E40000005,South East,nhsRegion,2021-12-05,65965,850
E40000005,South East,nhsRegion,2021-12-04,65839,834
E40000005,South East,nhsRegion,2021-12-03,65749,815
E40000005,South East,nhsRegion,2021-12-02,65649,801
E40000005,South East,nhsRegion,2021-12-01,65502,770
E40000005,South East,nhsRegion,2021-11-30,65384,764
E40000005,South East,nhsRegion,2021-11-29,65261,782
E40000005,South East,nhsRegion,2021-11-28,65144,752
E40000005,South East,nhsRegion,2021-11-27,65041,743
E40000005,South East,nhsRegion,2021-11-26,64963,723
E40000005,South East,nhsRegion,2021-11-25,64866,751
E40000005,South East,nhsRegion,2021-11-24,64772,761
E40000005,South East,nhsRegion,2021-11-23,64657,775
E40000005,South East,nhsRegion,2021-11-22,64558,775
E40000005,South East,nhsRegion,2021-11-21,64460,763
E40000005,South East,nhsRegion,2021-11-20,64356,739
E40000005,South East,nhsRegion,2021-11-19,64278,777
E40000005,South East,nhsRegion,2021-11-18,64179,792
E40000005,South East,nhsRegion,2021-11-17,64076,783
E40000005,South East,nhsRegion,2021-11-16,63982,819
E40000005,South East,nhsRegion,2021-11-15,63876,865
E40000005,South East,nhsRegion,2021-11-14,63789,855
E40000005,South East,nhsRegion,2021-11-13,63675,838
E40000005,South East,nhsRegion,2021-11-12,63593,845
E40000005,South East,nhsRegion,2021-11-11,63477,842
E40000005,South East,nhsRegion,2021-11-10,63354,851
E40000005,South East,nhsRegion,2021-11-09,63246,855
E40000005,South East,nhsRegion,2021-11-08,63137,857
E40000005,South East,nhsRegion,2021-11-07,63022,836
E40000005,South East,nhsRegion,2021-11-06,62923,835
E40000005,South East,nhsRegion,2021-11-05,62831,847
E40000005,South East,nhsRegion,2021-11-04,62748,872
E40000005,South East,nhsRegion,2021-11-03,62653,842
E40000005,South East,nhsRegion,2021-11-02,62536,841
E40000005,South East,nhsRegion,2021-11-01,62399,832
E40000005,South East,nhsRegion,2021-10-31,62301,822
E40000005,South East,nhsRegion,2021-10-30,62193,834
E40000005,South East,nhsRegion,2021-10-29,62102,800
E40000005,South East,nhsRegion,2021-10-28,62010,800
E40000005,South East,nhsRegion,2021-10-27,61894,785
E40000005,South East,nhsRegion,2021-10-26,61770,792
E40000005,South East,nhsRegion,2021-10-25,61676,761
E40000005,South East,nhsRegion,2021-10-24,61560,717
E40000005,South East,nhsRegion,2021-10-23,61441,678
E40000005,South East,nhsRegion,2021-10-22,61354,669
E40000005,South East,nhsRegion,2021-10-21,61272,675
E40000005,South East,nhsRegion,2021-10-20,61189,652
E40000005,South East,nhsRegion,2021-10-19,61089,611
E40000005,South East,nhsRegion,2021-10-18,60966,578
E40000005,South East,nhsRegion,2021-10-17,60864,542
E40000005,South East,nhsRegion,2021-10-16,60766,487
E40000005,South East,nhsRegion,2021-10-15,60685,497
E40000005,South East,nhsRegion,2021-10-14,60596,477
E40000005,South East,nhsRegion,2021-10-13,60521,468
E40000005,South East,nhsRegion,2021-10-12,60440,462
E40000005,South East,nhsRegion,2021-10-11,60346,414
E40000005,South East,nhsRegion,2021-10-10,60269,430
E40000005,South East,nhsRegion,2021-10-09,60195,421
E40000005,South East,nhsRegion,2021-10-08,60145,430
E40000005,South East,nhsRegion,2021-10-07,60101,427
E40000005,South East,nhsRegion,2021-10-06,60045,431
E40000005,South East,nhsRegion,2021-10-05,59968,440
E40000005,South East,nhsRegion,2021-10-04,59916,444
E40000005,South East,nhsRegion,2021-10-03,59853,426
E40000005,South East,nhsRegion,2021-10-02,59796,402
E40000005,South East,nhsRegion,2021-10-01,59749,415
E40000005,South East,nhsRegion,2021-09-30,59705,437
E40000005,South East,nhsRegion,2021-09-29,59662,435
E40000005,South East,nhsRegion,2021-09-28,59607,447
E40000005,South East,nhsRegion,2021-09-27,59537,405
E40000005,South East,nhsRegion,2021-09-26,59482,404
E40000005,South East,nhsRegion,2021-09-25,59418,430
E40000005,South East,nhsRegion,2021-09-24,59385,432
E40000005,South East,nhsRegion,2021-09-23,59352,437
E40000005,South East,nhsRegion,2021-09-22,59295,432
E40000005,South East,nhsRegion,2021-09-21,59230,456
E40000005,South East,nhsRegion,2021-09-20,59166,434
E40000005,South East,nhsRegion,2021-09-19,59117,479
E40000005,South East,nhsRegion,2021-09-18,59077,478
E40000005,South East,nhsRegion,2021-09-17,59025,523
E40000005,South East,nhsRegion,2021-09-16,58985,563
E40000005,South East,nhsRegion,2021-09-15,58922,571
E40000005,South East,nhsRegion,2021-09-14,58839,602
E40000005,South East,nhsRegion,2021-09-13,58765,608
E40000005,South East,nhsRegion,2021-09-12,58688,601
E40000005,South East,nhsRegion,2021-09-11,58618,587
E40000005,South East,nhsRegion,2021-09-10,58552,598
E40000005,South East,nhsRegion,2021-09-09,58487,655
E40000005,South East,nhsRegion,2021-09-08,58405,647
E40000005,South East,nhsRegion,2021-09-07,58314,697
E40000005,South East,nhsRegion,2021-09-06,58206,704
E40000005,South East,nhsRegion,2021-09-05,58116,675
E40000005,South East,nhsRegion,2021-09-04,58040,673
E40000005,South East,nhsRegion,2021-09-03,57966,691
E40000005,South East,nhsRegion,2021-09-02,57913,657
E40000005,South East,nhsRegion,2021-09-01,57808,652
E40000005,South East,nhsRegion,2021-08-31,57689,625
E40000005,South East,nhsRegion,2021-08-30,57591,612
E40000005,South East,nhsRegion,2021-08-29,57500,567
E40000005,South East,nhsRegion,2021-08-28,57416,545
E40000005,South East,nhsRegion,2021-08-27,57342,596
E40000005,South East,nhsRegion,2021-08-26,57261,592
E40000005,South East,nhsRegion,2021-08-25,57174,603
E40000005,South East,nhsRegion,2021-08-24,57088,547
E40000005,South East,nhsRegion,2021-08-23,57002,590
E40000005,South East,nhsRegion,2021-08-22,56909,562
E40000005,South East,nhsRegion,2021-08-21,56826,529
E40000005,South East,nhsRegion,2021-08-20,56731,537
E40000005,South East,nhsRegion,2021-08-19,56660,548
E40000005,South East,nhsRegion,2021-08-18,56567,516
E40000005,South East,nhsRegion,2021-08-17,56475,507
E40000005,South East,nhsRegion,2021-08-16,56360,496
E40000005,South East,nhsRegion,2021-08-15,56274,476
E40000005,South East,nhsRegion,2021-08-14,56186,449
E40000005,South East,nhsRegion,2021-08-13,56118,436
E40000005,South East,nhsRegion,2021-08-12,56059,449
E40000005,South East,nhsRegion,2021-08-11,55980,439
E40000005,South East,nhsRegion,2021-08-10,55907,474
E40000005,South East,nhsRegion,2021-08-09,55833,445
E40000005,South East,nhsRegion,2021-08-08,55762,435
E40000005,South East,nhsRegion,2021-08-07,55694,427
E40000005,South East,nhsRegion,2021-08-06,55650,431
E40000005,South East,nhsRegion,2021-08-05,55592,426
E40000005,South East,nhsRegion,2021-08-04,55538,453
E40000005,South East,nhsRegion,2021-08-03,55464,452
E40000005,South East,nhsRegion,2021-08-02,55377,461
E40000005,South East,nhsRegion,2021-08-01,55296,466
E40000005,South East,nhsRegion,2021-07-31,55237,450
E40000005,South East,nhsRegion,2021-07-30,55187,476
E40000005,South East,nhsRegion,2021-07-29,55113,455
E40000005,South East,nhsRegion,2021-07-28,55026,468
E40000005,South East,nhsRegion,2021-07-27,54945,456
E40000005,South East,nhsRegion,2021-07-26,54846,446
E40000005,South East,nhsRegion,2021-07-25,54763,429
E40000005,South East,nhsRegion,2021-07-24,54684,402
E40000005,South East,nhsRegion,2021-07-23,54617,337
E40000005,South East,nhsRegion,2021-07-22,54556,359
E40000005,South East,nhsRegion,2021-07-21,54470,326
E40000005,South East,nhsRegion,2021-07-20,54394,315
E40000005,South East,nhsRegion,2021-07-19,54314,316
E40000005,South East,nhsRegion,2021-07-18,54240,286
E40000005,South East,nhsRegion,2021-07-17,54176,272
E40000005,South East,nhsRegion,2021-07-16,54104,261
E40000005,South East,nhsRegion,2021-07-15,54056,238
E40000005,South East,nhsRegion,2021-07-14,53992,227
E40000005,South East,nhsRegion,2021-07-13,53935,206
E40000005,South East,nhsRegion,2021-07-12,53892,180
E40000005,South East,nhsRegion,2021-07-11,53831,158
E40000005,South East,nhsRegion,2021-07-10,53787,156
E40000005,South East,nhsRegion,2021-07-09,53752,164
E40000005,South East,nhsRegion,2021-07-08,53722,170
E40000005,South East,nhsRegion,2021-07-07,53687,143
E40000005,South East,nhsRegion,2021-07-06,53640,139
E40000005,South East,nhsRegion,2021-07-05,53591,113
E40000005,South East,nhsRegion,2021-07-04,53557,114
E40000005,South East,nhsRegion,2021-07-03,53522,103
E40000005,South East,nhsRegion,2021-07-02,53494,97
E40000005,South East,nhsRegion,2021-07-01,53472,88
E40000005,South East,nhsRegion,2021-06-30,53449,85
E40000005,South East,nhsRegion,2021-06-29,53414,68
E40000005,South East,nhsRegion,2021-06-28,53387,67
E40000005,South East,nhsRegion,2021-06-27,53365,69
E40000005,South East,nhsRegion,2021-06-26,53349,65
E40000005,South East,nhsRegion,2021-06-25,53341,66
E40000005,South East,nhsRegion,2021-06-24,53330,60
E40000005,South East,nhsRegion,2021-06-23,53316,56
E40000005,South East,nhsRegion,2021-06-22,53303,64
E40000005,South East,nhsRegion,2021-06-21,53285,60
E40000005,South East,nhsRegion,2021-06-20,53279,57
E40000005,South East,nhsRegion,2021-06-19,53261,54
E40000005,South East,nhsRegion,2021-06-18,53252,59
E40000005,South East,nhsRegion,2021-06-17,53247,60
E40000005,South East,nhsRegion,2021-06-16,53238,58
E40000005,South East,nhsRegion,2021-06-15,53232,56
E40000005,South East,nhsRegion,2021-06-14,53220,44
E40000005,South East,nhsRegion,2021-06-13,53207,49
E40000005,South East,nhsRegion,2021-06-12,53195,48
E40000005,South East,nhsRegion,2021-06-11,53190,46
E40000005,South East,nhsRegion,2021-06-10,53183,61
E40000005,South East,nhsRegion,2021-06-09,53175,54
E40000005,South East,nhsRegion,2021-06-08,53167,74
E40000005,South East,nhsRegion,2021-06-07,53154,69
E40000005,South East,nhsRegion,2021-06-06,53148,63
E40000005,South East,nhsRegion,2021-06-05,53139,63
E40000005,South East,nhsRegion,2021-06-04,53131,65
E40000005,South East,nhsRegion,2021-06-03,53125,63
E40000005,South East,nhsRegion,2021-06-02,53122,58
E40000005,South East,nhsRegion,2021-06-01,53118,60
E40000005,South East,nhsRegion,2021-05-31,53108,58
E40000005,South East,nhsRegion,2021-05-30,53104,54
E40000005,South East,nhsRegion,2021-05-29,53100,56
E40000005,South East,nhsRegion,2021-05-28,53096,52
E40000005,South East,nhsRegion,2021-05-27,53093,54
E40000005,South East,nhsRegion,2021-05-26,53085,55
E40000005,South East,nhsRegion,2021-05-25,53074,55
E40000005,South East,nhsRegion,2021-05-24,53065,56
E40000005,South East,nhsRegion,2021-05-23,53054,50
E40000005,South East,nhsRegion,2021-05-22,53051,50
E40000005,South East,nhsRegion,2021-05-21,53048,50
E40000005,South East,nhsRegion,2021-05-20,53042,46
E40000005,South East,nhsRegion,2021-05-19,53034,55
E40000005,South East,nhsRegion,2021-05-18,53029,57
E40000005,South East,nhsRegion,2021-05-17,53023,62
E40000005,South East,nhsRegion,2021-05-16,53021,56
E40000005,South East,nhsRegion,2021-05-15,53014,55
E40000005,South East,nhsRegion,2021-05-14,53007,54
E40000005,South East,nhsRegion,2021-05-13,53005,58
E40000005,South East,nhsRegion,2021-05-12,53003,50
E40000005,South East,nhsRegion,2021-05-11,52999,63
E40000005,South East,nhsRegion,2021-05-10,52994,64
E40000005,South East,nhsRegion,2021-05-09,52989,62
E40000005,South East,nhsRegion,2021-05-08,52983,69
E40000005,South East,nhsRegion,2021-05-07,52976,76
E40000005,South East,nhsRegion,2021-05-06,52968,62
E40000005,South East,nhsRegion,2021-05-05,52960,86
E40000005,South East,nhsRegion,2021-05-04,52953,82
E40000005,South East,nhsRegion,2021-05-03,52950,84
E40000005,South East,nhsRegion,2021-05-02,52943,82
E40000005,South East,nhsRegion,2021-05-01,52933,96
E40000005,South East,nhsRegion,2021-04-30,52932,105
E40000005,South East,nhsRegion,2021-04-29,52923,115
E40000005,South East,nhsRegion,2021-04-28,52916,114
E40000005,South East,nhsRegion,2021-04-27,52906,120
E40000005,South East,nhsRegion,2021-04-26,52894,123
E40000005,South East,nhsRegion,2021-04-25,52886,125
E40000005,South East,nhsRegion,2021-04-24,52877,115
E40000005,South East,nhsRegion,2021-04-23,52870,116
E40000005,South East,nhsRegion,2021-04-22,52853,110
E40000005,South East,nhsRegion,2021-04-21,52842,109
E40000005,South East,nhsRegion,2021-04-20,52825,124
E40000005,South East,nhsRegion,2021-04-19,52807,120
E40000005,South East,nhsRegion,2021-04-18,52794,116
E40000005,South East,nhsRegion,2021-04-17,52775,121
E40000005,South East,nhsRegion,2021-04-16,52763,123
E40000005,South East,nhsRegion,2021-04-15,52755,133
E40000005,South East,nhsRegion,2021-04-14,52742,138
E40000005,South East,nhsRegion,2021-04-13,52732,144
E40000005,South East,nhsRegion,2021-04-12,52715,152
E40000005,South East,nhsRegion,2021-04-11,52690,151
E40000005,South East,nhsRegion,2021-04-10,52670,162
E40000005,South East,nhsRegion,2021-04-09,52662,172
E40000005,South East,nhsRegion,2021-04-08,52648,184
E40000005,South East,nhsRegion,2021-04-07,52633,210
E40000005,South East,nhsRegion,2021-04-06,52613,208
E40000005,South East,nhsRegion,2021-04-05,52593,221
E40000005,South East,nhsRegion,2021-04-04,52574,234
E40000005,South East,nhsRegion,2021-04-03,52558,241
E40000005,South East,nhsRegion,2021-04-02,52544,253
E40000005,South East,nhsRegion,2021-04-01,52536,276
E40000005,South East,nhsRegion,2021-03-31,52519,309
E40000005,South East,nhsRegion,2021-03-30,52502,321
E40000005,South East,nhsRegion,2021-03-29,52477,364
E40000005,South East,nhsRegion,2021-03-28,52459,364
E40000005,South East,nhsRegion,2021-03-27,52429,369
E40000005,South East,nhsRegion,2021-03-26,52411,404
E40000005,South East,nhsRegion,2021-03-25,52387,377
E40000005,South East,nhsRegion,2021-03-24,52366,461
E40000005,South East,nhsRegion,2021-03-23,52342,506
E40000005,South East,nhsRegion,2021-03-22,52316,517
E40000005,South East,nhsRegion,2021-03-21,52280,525
E40000005,South East,nhsRegion,2021-03-20,52244,549
E40000005,South East,nhsRegion,2021-03-19,52213,579
E40000005,South East,nhsRegion,2021-03-18,52171,618
E40000005,South East,nhsRegion,2021-03-17,52131,649
E40000005,South East,nhsRegion,2021-03-16,52088,676
E40000005,South East,nhsRegion,2021-03-15,52035,713
E40000005,South East,nhsRegion,2021-03-14,51985,742
E40000005,South East,nhsRegion,2021-03-13,51938,733
E40000005,South East,nhsRegion,2021-03-12,51900,798
E40000005,South East,nhsRegion,2021-03-11,51854,846
E40000005,South East,nhsRegion,2021-03-10,51799,883
E40000005,South East,nhsRegion,2021-03-09,51732,937
E40000005,South East,nhsRegion,2021-03-08,51673,983
E40000005,South East,nhsRegion,2021-03-07,51615,972
E40000005,South East,nhsRegion,2021-03-06,51550,1000
E40000005,South East,nhsRegion,2021-03-05,51479,1063
E40000005,South East,nhsRegion,2021-03-04,51410,1116
E40000005,South East,nhsRegion,2021-03-03,51333,1184
E40000005,South East,nhsRegion,2021-03-02,51257,1248
E40000005,South East,nhsRegion,2021-03-01,51168,1354
E40000005,South East,nhsRegion,2021-02-28,51069,1413
E40000005,South East,nhsRegion,2021-02-27,50987,1451
E40000005,South East,nhsRegion,2021-02-26,50912,1548
E40000005,South East,nhsRegion,2021-02-25,50818,1624
E40000005,South East,nhsRegion,2021-02-24,50708,1686
E40000005,South East,nhsRegion,2021-02-23,50571,1859
E40000005,South East,nhsRegion,2021-02-22,50441,1860
E40000005,South East,nhsRegion,2021-02-21,50328,1875
E40000005,South East,nhsRegion,2021-02-20,50168,1902
E40000005,South East,nhsRegion,2021-02-19,50055,2025
E40000005,South East,nhsRegion,2021-02-18,49900,2116
E40000005,South East,nhsRegion,2021-02-17,49745,2349
E40000005,South East,nhsRegion,2021-02-16,49562,2342
E40000005,South East,nhsRegion,2021-02-15,49347,2451
E40000005,South East,nhsRegion,2021-02-14,49203,2455
E40000005,South East,nhsRegion,2021-02-13,48985,2261
E40000005,South East,nhsRegion,2021-02-12,48818,2561
E40000005,South East,nhsRegion,2021-02-11,48635,2710
E40000005,South East,nhsRegion,2021-02-10,48464,2831
E40000005,South East,nhsRegion,2021-02-09,48256,3018
E40000005,South East,nhsRegion,2021-02-08,48056,3165
E40000005,South East,nhsRegion,2021-02-07,47822,3175
E40000005,South East,nhsRegion,2021-02-06,47616,3222
E40000005,South East,nhsRegion,2021-02-05,47390,3475
E40000005,South East,nhsRegion,2021-02-04,47155,3632
E40000005,South East,nhsRegion,2021-02-03,46906,3836
E40000005,South East,nhsRegion,2021-02-02,46608,4143
E40000005,South East,nhsRegion,2021-02-01,46311,4344
E40000005,South East,nhsRegion,2021-01-31,45976,4213
E40000005,South East,nhsRegion,2021-01-30,45661,4347
E40000005,South East,nhsRegion,2021-01-29,45312,4443
E40000005,South East,nhsRegion,2021-01-28,45005,4614
E40000005,South East,nhsRegion,2021-01-27,44615,4811
E40000005,South East,nhsRegion,2021-01-26,44215,5040
E40000005,South East,nhsRegion,2021-01-25,43821,5237
E40000005,South East,nhsRegion,2021-01-24,43449,5207
E40000005,South East,nhsRegion,2021-01-23,43064,5200
E40000005,South East,nhsRegion,2021-01-22,42611,5337
E40000005,South East,nhsRegion,2021-01-21,42214,5033
E40000005,South East,nhsRegion,2021-01-20,41713,5397
E40000005,South East,nhsRegion,2021-01-19,41155,5509
E40000005,South East,nhsRegion,2021-01-18,40617,5493
E40000005,South East,nhsRegion,2021-01-17,40091,5387
E40000005,South East,nhsRegion,2021-01-16,39571,5419
E40000005,South East,nhsRegion,2021-01-15,39081,5528
E40000005,South East,nhsRegion,2021-01-14,38609,5487
E40000005,South East,nhsRegion,2021-01-13,38027,5577
E40000005,South East,nhsRegion,2021-01-12,37405,5546
E40000005,South East,nhsRegion,2021-01-11,36775,5467
E40000005,South East,nhsRegion,2021-01-10,36168,5373
E40000005,South East,nhsRegion,2021-01-09,35585,5161
E40000005,South East,nhsRegion,2021-01-08,34929,5074
E40000005,South East,nhsRegion,2021-01-07,34288,5023
E40000005,South East,nhsRegion,2021-01-06,33627,4902
E40000005,South East,nhsRegion,2021-01-05,32911,4379
E40000005,South East,nhsRegion,2021-01-04,32274,4730
E40000005,South East,nhsRegion,2021-01-03,31617,4501
E40000005,South East,nhsRegion,2021-01-02,30952,4231
E40000005,South East,nhsRegion,2021-01-01,30361,4034
E40000005,South East,nhsRegion,2020-12-31,29723,4022
E40000005,South East,nhsRegion,2020-12-30,29319,3949
E40000005,South East,nhsRegion,2020-12-29,28767,3796
E40000005,South East,nhsRegion,2020-12-28,28263,3544
E40000005,South East,nhsRegion,2020-12-27,27840,3370
E40000005,South East,nhsRegion,2020-12-26,27325,3126
E40000005,South East,nhsRegion,2020-12-25,26904,2925
E40000005,South East,nhsRegion,2020-12-24,26575,2997
E40000005,South East,nhsRegion,2020-12-23,26248,2868
E40000005,South East,nhsRegion,2020-12-22,25927,2848
E40000005,South East,nhsRegion,2020-12-21,25559,2749
E40000005,South East,nhsRegion,2020-12-20,25205,2554
E40000005,South East,nhsRegion,2020-12-19,24858,2321
E40000005,South East,nhsRegion,2020-12-18,24479,2372
E40000005,South East,nhsRegion,2020-12-17,24179,2282
E40000005,South East,nhsRegion,2020-12-16,23870,2195
E40000005,South East,nhsRegion,2020-12-15,23533,2141
E40000005,South East,nhsRegion,2020-12-14,23262,2118
E40000005,South East,nhsRegion,2020-12-13,23013,1975
E40000005,South East,nhsRegion,2020-12-12,22755,1945
E40000005,South East,nhsRegion,2020-12-11,22493,1859
E40000005,South East,nhsRegion,2020-12-10,22258,1796
E40000005,South East,nhsRegion,2020-12-09,21999,1726
E40000005,South East,nhsRegion,2020-12-08,21767,1692
E40000005,South East,nhsRegion,2020-12-07,21564,1619
E40000005,South East,nhsRegion,2020-12-06,21360,1549
E40000005,South East,nhsRegion,2020-12-05,21165,1496
E40000005,South East,nhsRegion,2020-12-04,20978,1426
E40000005,South East,nhsRegion,2020-12-03,20803,1442
E40000005,South East,nhsRegion,2020-12-02,20595,1481
E40000005,South East,nhsRegion,2020-12-01,20416,1423
E40000005,South East,nhsRegion,2020-11-30,20282,1494
E40000005,South East,nhsRegion,2020-11-29,20130,1430
E40000005,South East,nhsRegion,2020-11-28,19966,1420
E40000005,South East,nhsRegion,2020-11-27,19819,1429
E40000005,South East,nhsRegion,2020-11-26,19695,1397
E40000005,South East,nhsRegion,2020-11-25,19559,1437
E40000005,South East,nhsRegion,2020-11-24,19393,1403
E40000005,South East,nhsRegion,2020-11-23,19245,1395
E40000005,South East,nhsRegion,2020-11-22,19087,1313
E40000005,South East,nhsRegion,2020-11-21,18943,1300
E40000005,South East,nhsRegion,2020-11-20,18769,1272
E40000005,South East,nhsRegion,2020-11-19,18624,1246
E40000005,South East,nhsRegion,2020-11-18,18423,1227
E40000005,South East,nhsRegion,2020-11-17,18259,1205
E40000005,South East,nhsRegion,2020-11-16,18118,1182
E40000005,South East,nhsRegion,2020-11-15,17979,1173
E40000005,South East,nhsRegion,2020-11-14,17849,1122
E40000005,South East,nhsRegion,2020-11-13,17717,1066
E40000005,South East,nhsRegion,2020-11-12,17620,967
E40000005,South East,nhsRegion,2020-11-11,17439,1011
E40000005,South East,nhsRegion,2020-11-10,17290,958
E40000005,South East,nhsRegion,2020-11-09,17180,947
E40000005,South East,nhsRegion,2020-11-08,17043,820
E40000005,South East,nhsRegion,2020-11-07,16906,821
E40000005,South East,nhsRegion,2020-11-06,16756,783
E40000005,South East,nhsRegion,2020-11-05,16649,770
E40000005,South East,nhsRegion,2020-11-04,16509,751
E40000005,South East,nhsRegion,2020-11-03,16400,711
E40000005,South East,nhsRegion,2020-11-02,16319,713
E40000005,South East,nhsRegion,2020-11-01,16204,665
E40000005,South East,nhsRegion,2020-10-31,16116,617
E40000005,South East,nhsRegion,2020-10-30,16018,589
E40000005,South East,nhsRegion,2020-10-29,15934,566
E40000005,South East,nhsRegion,2020-10-28,15831,541
E40000005,South East,nhsRegion,2020-10-27,15750,528
E40000005,South East,nhsRegion,2020-10-26,15666,483
E40000005,South East,nhsRegion,2020-10-25,15580,477
E40000005,South East,nhsRegion,2020-10-24,15513,456
E40000005,South East,nhsRegion,2020-10-23,15448,405
E40000005,South East,nhsRegion,2020-10-22,15378,339
E40000005,South East,nhsRegion,2020-10-21,15301,358
E40000005,South East,nhsRegion,2020-10-20,15236,325
E40000005,South East,nhsRegion,2020-10-19,15199,326
E40000005,South East,nhsRegion,2020-10-18,15148,228
E40000005,South East,nhsRegion,2020-10-17,15108,279
E40000005,South East,nhsRegion,2020-10-16,15074,263
E40000005,South East,nhsRegion,2020-10-15,15041,233
E40000005,South East,nhsRegion,2020-10-14,14989,225
E40000005,South East,nhsRegion,2020-10-13,14951,204
E40000005,South East,nhsRegion,2020-10-12,14903,189
E40000005,South East,nhsRegion,2020-10-11,14866,175
E40000005,South East,nhsRegion,2020-10-10,14839,163
E40000005,South East,nhsRegion,2020-10-09,14809,162
E40000005,South East,nhsRegion,2020-10-08,14775,144
E40000005,South East,nhsRegion,2020-10-07,14739,134
E40000005,South East,nhsRegion,2020-10-06,14698,121
E40000005,South East,nhsRegion,2020-10-05,14673,119
E40000005,South East,nhsRegion,2020-10-04,14652,108
E40000005,South East,nhsRegion,2020-10-03,14634,100
E40000005,South East,nhsRegion,2020-10-02,14615,109
E40000005,South East,nhsRegion,2020-10-01,14603,98
E40000005,South East,nhsRegion,2020-09-30,14587,103
E40000005,South East,nhsRegion,2020-09-29,14565,103
E40000005,South East,nhsRegion,2020-09-28,14551,117
E40000005,South East,nhsRegion,2020-09-27,14538,114
E40000005,South East,nhsRegion,2020-09-26,14532,102
E40000005,South East,nhsRegion,2020-09-25,14518,110
E40000005,South East,nhsRegion,2020-09-24,14500,104
E40000005,South East,nhsRegion,2020-09-23,14485,94
E40000005,South East,nhsRegion,2020-09-22,14461,87
E40000005,South East,nhsRegion,2020-09-21,14446,91
E40000005,South East,nhsRegion,2020-09-20,14432,79
E40000005,South East,nhsRegion,2020-09-19,14423,74
E40000005,South East,nhsRegion,2020-09-18,14407,82
E40000005,South East,nhsRegion,2020-09-17,14398,72
E40000005,South East,nhsRegion,2020-09-16,14390,64
E40000005,South East,nhsRegion,2020-09-15,14377,78
E40000005,South East,nhsRegion,2020-09-14,14370,71
E40000005,South East,nhsRegion,2020-09-13,14361,61
E40000005,South East,nhsRegion,2020-09-12,14349,63
E40000005,South East,nhsRegion,2020-09-11,14337,59
E40000005,South East,nhsRegion,2020-09-10,14326,53
E40000005,South East,nhsRegion,2020-09-09,14316,48
E40000005,South East,nhsRegion,2020-09-08,14299,47
E40000005,South East,nhsRegion,2020-09-07,14290,53
E40000005,South East,nhsRegion,2020-09-06,14286,44
E40000005,South East,nhsRegion,2020-09-05,14278,40
E40000005,South East,nhsRegion,2020-09-04,14272,43
E40000005,South East,nhsRegion,2020-09-03,14263,39
E40000005,South East,nhsRegion,2020-09-02,14255,38
E40000005,South East,nhsRegion,2020-09-01,14243,39
E40000005,South East,nhsRegion,2020-08-31,14236,42
E40000005,South East,nhsRegion,2020-08-30,14230,39
E40000005,South East,nhsRegion,2020-08-29,14228,37
E40000005,South East,nhsRegion,2020-08-28,14223,39
E40000005,South East,nhsRegion,2020-08-27,14216,47
E40000005,South East,nhsRegion,2020-08-26,14204,48
E40000005,South East,nhsRegion,2020-08-25,14197,50
E40000005,South East,nhsRegion,2020-08-24,14188,54
E40000005,South East,nhsRegion,2020-08-23,14180,53
E40000005,South East,nhsRegion,2020-08-22,14172,51
E40000005,South East,nhsRegion,2020-08-21,14167,64
E40000005,South East,nhsRegion,2020-08-20,14165,64
E40000005,South East,nhsRegion,2020-08-19,14161,65
E40000005,South East,nhsRegion,2020-08-18,14154,70
E40000005,South East,nhsRegion,2020-08-17,14148,69
E40000005,South East,nhsRegion,2020-08-16,14143,71
E40000005,South East,nhsRegion,2020-08-15,14138,72
E40000005,South East,nhsRegion,2020-08-14,14135,72
E40000005,South East,nhsRegion,2020-08-13,14126,63
E40000005,South East,nhsRegion,2020-08-12,14116,59
E40000005,South East,nhsRegion,2020-08-11,14103,68
E40000005,South East,nhsRegion,2020-08-10,14100,82
E40000005,South East,nhsRegion,2020-08-09,14096,72
E40000005,South East,nhsRegion,2020-08-08,14092,80
E40000005,South East,nhsRegion,2020-08-07,14085,77
E40000005,South East,nhsRegion,2020-08-06,14079,78
